,,,,,FULL SIMULATION RESULTS from PC Coal Lab v.4.3
,,,,,,Niksa Energy Associates LLC

Fuel  1,in Test  1
Primary Devolatilization Products       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tar Conversion into PAH                 ,,,,,,,,,,,,,,,,,,,                                        
time s ,Tmp C  ,Gas    ,Tar    ,Wt Loss,Char   ,CO2    ,H2O    ,CO     ,GHCs   ,HCN    ,fN Char,fN Tar ,fN HCN ,%N Char,%N Tar ,fO Char,fO Tar ,fO Gas ,%O Char,%O Tar ,CH4    ,C2H4   ,C2H6   ,C3H6   ,C3H8   ,H2     ,H2S    ,%C Char,%H Char,%S Char,%C Tar ,%H Tar ,%S Tar ,Mn Tar ,time s ,Tmp C  ,Tar    ,Oils   ,CO2    ,H2O    ,CO     ,GHCs   ,HCN    ,CH4    ,C2H4   ,C2H6   ,C3H6   ,C3H8   ,H2     ,H2S    ,fN Tar ,fN HCN ,fO Tar ,fO Gas ,%C Tar ,%H Tar ,%O Tar ,%N Tar ,%S Tar ,Mn Tar ,       ,       ,       ,
 0.2205E-01,  797., 10.00, 24.45, 34.45, 65.55,  1.72,  3.45,  0.84,  3.84,  0.03, 0.735, 0.251, 0.013,  1.46,  1.34, 0.377, 0.213, 0.410,  6.74, 10.19,  1.79,  0.67,  0.66,  0.71,  0.00,  0.04,  0.07, 86.82,  4.57,  0.41, 80.85,  7.38,  0.24, 330.2, 0.1807E-01,  657., 12.11,  0.00,  0.73,  1.45,  0.33,  1.65,  0.03,  0.75,  0.28,  0.28,  0.30,  0.00,  0.01,  0.04,   0.099,   0.010,   0.119,   0.881, 79.50,  7.30, 11.67,  1.30,  0.23,295.76,
 0.2315E-01,  835., 11.16, 27.49, 38.65, 61.35,  1.91,  3.83,  0.98,  4.25,  0.04, 0.700, 0.285, 0.014,  1.48,  1.35, 0.314, 0.229, 0.457,  6.00,  9.75,  1.99,  0.75,  0.73,  0.79,  0.00,  0.05,  0.08, 87.83,  4.29,  0.41, 81.28,  7.38,  0.25, 331.0, 0.1893E-01,  688., 14.79,  0.00,  0.91,  1.82,  0.43,  2.07,  0.03,  0.95,  0.36,  0.35,  0.38,  0.00,  0.01,  0.04,   0.122,   0.011,   0.142,   0.858, 79.69,  7.33, 11.44,  1.30,  0.24,299.04,
 0.2426E-01,  874., 12.23, 30.18, 42.41, 57.59,  2.08,  4.18,  1.13,  4.63,  0.04, 0.668, 0.316, 0.016,  1.51,  1.36, 0.258, 0.241, 0.501,  5.25,  9.35,  2.16,  0.81,  0.79,  0.86,  0.00,  0.07,  0.09, 88.85,  3.99,  0.40, 81.66,  7.38,  0.25, 330.9, 0.1979E-01,  718., 16.69,  0.01,  1.16,  2.30,  0.59,  2.72,  0.03,  1.26,  0.47,  0.46,  0.50,  0.00,  0.61,  0.03,   0.145,   0.012,   0.162,   0.838, 83.09,  4.00, 11.39,  1.13,  0.39,284.53,
 0.2536E-01,  912., 13.21, 32.44, 45.65, 54.35,  2.23,  4.48,  1.28,  4.96,  0.04, 0.641, 0.342, 0.017,  1.53,  1.37, 0.210, 0.250, 0.541,  4.52,  9.01,  2.32,  0.87,  0.85,  0.92,  0.00,  0.10,  0.10, 89.85,  3.70,  0.40, 82.00,  7.36,  0.25, 329.9, 0.2065E-01,  748., 19.24,  0.01,  1.42,  2.82,  0.77,  3.35,  0.03,  1.55,  0.58,  0.57,  0.62,  0.00,  0.70,  0.03,   0.169,   0.013,   0.179,   0.821, 83.53,  4.03, 10.92,  1.15,  0.37,280.05,
 0.2646E-01,  951., 14.09, 34.27, 48.35, 51.65,  2.37,  4.74,  1.44,  5.24,  0.05, 0.618, 0.363, 0.019,  1.56,  1.38, 0.168, 0.255, 0.576,  3.82,  8.73,  2.45,  0.92,  0.90,  0.98,  0.00,  0.13,  0.12, 90.82,  3.42,  0.38, 82.29,  7.34,  0.25, 328.7, 0.2151E-01,  778., 21.67,  0.02,  1.66,  3.26,  0.99,  3.87,  0.04,  1.78,  0.67,  0.65,  0.71,  0.00,  0.76,  0.04,   0.193,   0.014,   0.190,   0.810, 83.94,  4.24, 10.31,  1.16,  0.35,273.38,
 0.2756E-01,  990., 14.86, 35.69, 50.54, 49.46,  2.47,  4.96,  1.60,  5.48,  0.05, 0.600, 0.380, 0.020,  1.58,  1.38, 0.134, 0.259, 0.607,  3.17,  8.51,  2.56,  0.96,  0.94,  1.02,  0.00,  0.16,  0.13, 91.75,  3.13,  0.37, 82.50,  7.36,  0.25, 327.4, 0.2237E-01,  808., 23.91,  0.04,  1.84,  3.60,  1.20,  4.28,  0.04,  1.97,  0.74,  0.72,  0.79,  0.00,  0.81,  0.06,   0.216,   0.015,   0.198,   0.802, 84.36,  4.40,  9.73,  1.18,  0.33,265.88,
 0.2867E-01, 1028., 15.52, 36.75, 52.27, 47.73,  2.56,  5.13,  1.75,  5.66,  0.05, 0.586, 0.392, 0.022,  1.60,  1.39, 0.105, 0.261, 0.633,  2.59,  8.33,  2.64,  0.99,  0.97,  1.06,  0.00,  0.20,  0.14, 92.61,  2.86,  0.35, 82.65,  7.37,  0.25, 326.1, 0.2323E-01,  838., 25.94,  0.07,  1.99,  3.89,  1.41,  4.71,  0.04,  2.17,  0.81,  0.79,  0.86,  0.00,  0.89,  0.07,   0.237,   0.016,   0.205,   0.795, 84.86,  4.36,  9.27,  1.19,  0.32,258.16,
 0.2977E-01, 1067., 16.08, 37.52, 53.61, 46.39,  2.63,  5.27,  1.90,  5.81,  0.06, 0.575, 0.402, 0.023,  1.61,  1.39, 0.082, 0.263, 0.655,  2.07,  8.20,  2.71,  1.02,  0.99,  1.08,  0.00,  0.26,  0.15, 93.37,  2.60,  0.34, 82.77,  7.38,  0.26, 325.0, 0.2409E-01,  868., 27.75,  0.10,  2.14,  4.17,  1.64,  5.10,  0.05,  2.34,  0.88,  0.86,  0.93,  0.00,  0.95,  0.08,   0.256,   0.018,   0.208,   0.792, 85.30,  4.42,  8.77,  1.20,  0.30,251.31,
 0.3087E-01, 1105., 16.56, 38.06, 54.62, 45.38,  2.68,  5.37,  2.04,  5.92,  0.06, 0.567, 0.408, 0.025,  1.62,  1.39, 0.064, 0.263, 0.673,  1.64,  8.11,  2.76,  1.04,  1.01,  1.10,  0.00,  0.32,  0.16, 94.05,  2.36,  0.33, 82.85,  7.39,  0.26, 324.1, 0.2495E-01,  898., 29.21,  0.16,  2.28,  4.42,  1.88,  5.49,  0.05,  2.52,  0.95,  0.92,  1.01,  0.00,  1.01,  0.10,   0.273,   0.020,   0.207,   0.793, 85.76,  4.41,  8.33,  1.22,  0.28,245.28,
 0.3197E-01, 1144., 16.97, 38.42, 55.39, 44.61,  2.72,  5.45,  2.18,  6.00,  0.07, 0.561, 0.412, 0.027,  1.63,  1.40, 0.049, 0.264, 0.688,  1.28,  8.04,  2.80,  1.05,  1.03,  1.12,  0.00,  0.39,  0.16, 94.65,  2.12,  0.32, 82.91,  7.40,  0.26, 323.4, 0.2581E-01,  928., 30.31,  0.23,  2.41,  4.63,  2.14,  5.87,  0.06,  2.69,  1.01,  0.99,  1.07,  0.00,  1.14,  0.11,   0.287,   0.022,   0.205,   0.795, 86.21,  4.13,  7.90,  1.49,  0.27,240.43,
 0.3308E-01, 1183., 17.32, 38.65, 55.97, 44.03,  2.74,  5.50,  2.30,  6.05,  0.07, 0.556, 0.415, 0.029,  1.64,  1.40, 0.037, 0.264, 0.699,  0.98,  8.00,  2.82,  1.06,  1.04,  1.13,  0.00,  0.47,  0.16, 95.19,  1.88,  0.31, 82.95,  7.40,  0.26, 322.8, 0.2667E-01,  958., 31.13,  0.33,  2.52,  4.83,  2.41,  6.24,  0.06,  2.85,  1.07,  1.05,  1.14,  0.00,  1.20,  0.13,   0.298,   0.025,   0.200,   0.800, 86.64,  4.09,  7.51,  1.50,  0.26,237.83,
 0.3418E-01, 1221., 17.62, 38.80, 56.42, 43.58,  2.76,  5.54,  2.41,  6.09,  0.08, 0.552, 0.417, 0.031,  1.65,  1.40, 0.028, 0.264, 0.708,  0.74,  7.97,  2.84,  1.07,  1.04,  1.13,  0.00,  0.56,  0.17, 95.68,  1.63,  0.31, 82.97,  7.40,  0.26, 322.5, 0.2753E-01,  989., 31.57,  0.46,  2.63,  4.99,  2.71,  6.61,  0.07,  3.02,  1.14,  1.11,  1.21,  0.00,  1.26,  0.14,   0.305,   0.029,   0.191,   0.809, 87.08,  4.07,  7.09,  1.52,  0.24,237.04,
 0.3528E-01, 1260., 17.89, 38.89, 56.78, 43.22,  2.77,  5.56,  2.50,  6.11,  0.08, 0.549, 0.418, 0.034,  1.65,  1.40, 0.020, 0.264, 0.715,  0.55,  7.95,  2.85,  1.07,  1.05,  1.14,  0.00,  0.67,  0.17, 96.13,  1.36,  0.31, 82.99,  7.40,  0.26, 322.2, 0.2839E-01, 1019., 31.69,  0.62,  2.71,  5.13,  2.99,  6.98,  0.09,  3.18,  1.20,  1.17,  1.27,  0.00,  1.33,  0.16,   0.308,   0.035,   0.183,   0.817, 87.51,  3.95,  6.77,  1.53,  0.23,238.77,
 0.3638E-01, 1298., 18.14, 38.94, 57.08, 42.92,  2.78,  5.58,  2.58,  6.13,  0.09, 0.545, 0.418, 0.036,  1.65,  1.40, 0.015, 0.264, 0.721,  0.40,  7.94,  2.86,  1.08,  1.05,  1.14,  0.00,  0.79,  0.17, 96.58,  1.06,  0.31, 83.00,  7.40,  0.26, 322.0, 0.2925E-01, 1049., 31.42,  0.80,  2.79,  5.25,  3.29,  7.34,  0.11,  3.35,  1.26,  1.23,  1.34,  0.00,  1.42,  0.17,   0.307,   0.042,   0.173,   0.827, 87.98,  3.80,  6.46,  1.54,  0.22,242.76,
 0.3749E-01, 1337., 18.37, 38.97, 57.34, 42.66,  2.79,  5.59,  2.65,  6.14,  0.10, 0.542, 0.419, 0.039,  1.65,  1.40, 0.011, 0.264, 0.725,  0.29,  7.94,  2.87,  1.08,  1.05,  1.14,  0.00,  0.93,  0.17, 97.01,  0.73,  0.31, 83.00,  7.40,  0.26, 321.9, 0.3011E-01, 1079., 30.74,  1.00,  2.88,  5.35,  3.74,  7.59,  0.13,  3.49,  1.31,  1.28,  1.33,  0.00,  1.46,  0.19,   0.300,   0.053,   0.154,   0.846, 88.54,  3.85,  5.87,  1.54,  0.20,248.99,
 0.3859E-01, 1375., 18.60, 38.99, 57.58, 42.42,  2.79,  5.59,  2.70,  6.14,  0.10, 0.539, 0.419, 0.042,  1.65,  1.40, 0.008, 0.264, 0.728,  0.21,  7.94,  2.87,  1.08,  1.05,  1.15,  0.00,  1.04,  0.17, 97.36,  0.48,  0.31, 83.00,  7.41,  0.26, 321.9, 0.3097E-01, 1109., 29.66,  1.22,  2.94,  5.43,  4.09,  7.86,  0.17,  3.62,  1.36,  1.33,  1.35,  0.00,  1.56,  0.20,   0.285,   0.068,   0.139,   0.861, 89.07,  3.71,  5.50,  1.53,  0.19,257.76,
 0.3969E-01, 1414., 18.60, 38.99, 57.59, 42.41,  2.79,  5.59,  2.74,  6.14,  0.11, 0.536, 0.419, 0.045,  1.65,  1.40, 0.005, 0.264, 0.730,  0.15,  7.94,  2.87,  1.08,  1.05,  1.15,  0.00,  1.04,  0.17, 97.41,  0.48,  0.31, 83.00,  7.41,  0.26, 321.9, 0.3183E-01, 1139., 28.17,  1.44,  2.99,  5.49,  4.35,  8.09,  0.22,  3.75,  1.41,  1.38,  1.34,  0.00,  1.73,  0.21,   0.262,   0.089,   0.130,   0.870, 89.56,  3.38,  5.40,  1.48,  0.18,268.78,
 0.4079E-01, 1453., 18.64, 38.99, 57.63, 42.37,  2.79,  5.59,  2.77,  6.14,  0.12, 0.533, 0.419, 0.048,  1.65,  1.40, 0.004, 0.264, 0.732,  0.11,  7.94,  2.87,  1.08,  1.05,  1.15,  0.00,  1.04,  0.17, 97.45,  0.48,  0.31, 83.00,  7.41,  0.26, 321.9, 0.3269E-01, 1169., 26.17,  1.65,  3.05,  5.54,  4.75,  8.07,  0.30,  3.80,  1.43,  1.40,  0.23,  0.00,  1.92,  0.22,   0.227,   0.118,   0.112,   0.888, 90.07,  3.36,  5.01,  1.39,  0.17,280.90,
 0.4190E-01, 1491., 18.67, 38.99, 57.66, 42.34,  2.79,  5.59,  2.79,  6.14,  0.13, 0.530, 0.419, 0.051,  1.65,  1.40, 0.003, 0.264, 0.733,  0.08,  7.94,  2.87,  1.08,  1.05,  1.15,  0.00,  1.04,  0.17, 97.49,  0.48,  0.31, 83.00,  7.41,  0.26, 321.9, 0.3355E-01, 1199., 23.74,  1.84,  3.10,  5.59,  5.10,  7.98,  0.39,  3.81,  1.43,  1.33,  0.00,  0.00,  2.09,  0.23,   0.184,   0.154,   0.096,   0.904, 90.51,  3.36,  4.74,  1.23,  0.16,293.80,
